구분,일자,이슈,링크,참고사항
동향,0820,"독파모 2차 평가, SK텔레콤·LG AI연구원 2개 항목씩 1위
- 국가대표 인공지능(AI) 모델을 가리는 '독자 AI 파운데이션 모델'(독파모) 2차 단계평가 결과, LG AI연구원과 SK텔레콤이 각 2개 평가항목에서 1위에 오른 것으로 나타났다.
- 3차 단계평가 진출에 실패한 모티프테크놀로지스는 1개 평가항목에서 1위를 기록했다.",https://www.etnews.com/20260820000331,
동향,0820,"레인보우로보틱스, 빅웨이브와 양팔로봇으로 북미 시장 공략
- 레인보우로보틱스(대표 이정호)는 빅웨이브로보틱스와 북미 로봇 시장 진출을 위한 전략적 업무협약(MOU)을 체결했다고 20일 밝혔다.양사는 레인보우의 로봇 하드웨어와 빅웨이브의 로봇 소프트웨어 역량을 결합해 미국 시장을 겨냥한 맞춤형 통합 로봇 솔루션을 선보일 방침이다.레인보우는 이동형 양팔로봇, 협동로봇, 이동형 로봇(AMR), 사족보행 로봇 등 자체 로봇 라인업의 API 및 프로토콜을 제공한다.여기에 빅웨이브의 이종 로봇·설비 통합 관제·제어 플랫폼 '솔링크'와 로봇 데이터 수집·분석 솔루션 '데이터스튜디오'를 연동해, 현지 환경",https://www.aitimes.com/news/articleView.html?idxno=214149,
동향,0820,"AI가 사이버 공격 전 과정에 침투했다...취약점 공개 24시간 내 악용
- 중국 연계 공격 세력은 개념 증명 공개 후 24시간이 지나기 전에 핵심 취약점을 악용했다.
- 북한 연계 공격 세력은 AI 프레임워크 패키지 131개를 오염시켜 소프트웨어 공급망을 공격했다.",https://www.gttkorea.com/news/articleView.html?idxno=26758,
동향,0820,"디플리, 음향 AI로 영국 항만 예지보전·공공안전 시장 두드린다
- 디플리(대표 이수지)는 영국의 어쿠스틱 AI 시스템과 산업 및 공공안전용 음향 AI 솔루션 '리슨 AI'의 독점 파트너십을 체결했다고 20일 밝혔다.디플리는 어쿠스틱 AI 시스템의 현지 네트워크를 기반으로 현지 항만 지역과 공공기관을 중심으로 예지보전 및 안전 관제 시장을 공략할 방침이다.리슨 AI는 크게 두 가지로 나뉜다.
- 산업용 음향 AI 솔루션 '리슨 AI 인더스트리얼'은 펠릭스토우·사우샘프턴·런던게이트웨이 등 대형 항만 지역을 중심으로 사람의 귀로는 파악하기 어려운 기계 설비의 이상 징후를 포착할 예정이다.공공안전용 음향 A",https://www.aitimes.com/news/articleView.html?idxno=214150,
동향,0820,"“AI가 인사이트 찾고 행동까지”…세일즈포스, '에이전틱 분석' 전략 공개
- “이제는 에이전틱 분석의 시대입니다.
- 단순히 분석을 통해 인사이트를 도출하는 것을 넘어 '태블로(Tableau)'는 조직 내 의사결정과 후속 업무 실행까지 지원하며 데이터를 실제 비즈니스 성과로 연결하는 엔진 역할을 수행하겠습니다” 매튜 밀러 세일즈포스 글로벌 태블로 제품 관리 부문 부사장은 20일 서울 삼성동 그랜드 인터컨티넨탈 서울 파르나스에서 열린 '데이터팸 서울 2026' 기조연설에서 지능형 데이터 분석 플랫폼 '태블로'의 발전 방향을",https://www.etnews.com/20260820000320,
동향,0820,"에이전틱 AI가 완전 자율보안 ‘AI SOC’ 시대 연다
- [데이터넷] 보안 업계가 오랫동안 풀지 못한 가장 큰 문제는 기술보다 사람이다.
- 침해사고는 계속 늘어나지만 이를 분석하고 대응할 전문 인력은 절대적으로 부족하다.",https://www.datanet.co.kr/news/articleView.html?idxno=213920,
동향,0820,"찰스 샌즈베리 클라우데라 CEO “하이브리드가 대세...3년간 10억달러 전략 투자 결실”
- 찰스 샌즈베리 클라우데라 최고경영자(CEO)는 20일 “기업의 워크로드 표준 운영 모델은 결국 하이브리드가 될 것”이라고 단언했다.
- 샌즈베리 CEO는 이날 싱가포르에서 열린 '클라우데라 이볼브 2026'에서 “퍼블릭 클라우드는 여전히 중요하지만, 프라이빗 클라우드와 온프레미스가 함께 커지는 흐름이 뚜렷해지면서 하이브리드가 대세로 자리잡고 있다”며 이같이 강조했다.",https://www.etnews.com/20260820000316,
동향,0820,"링네트, 개도국에 ‘노트북’ 기증 ··· IT 전문성 살린 ESG 경영 강화
- [데이터넷] IT 인프라 전문기업 링네트(대표 이정민)는 국제개발협력 NGO 열매나눔인터내셔널과 손잡고 개발도상국의 아동 학습과 교육·지역개발 현장 지원을 위해 사내 유휴 노트북을 기증했다고 밝혔다.그간 링네트는 사용 연한이 지난 IT 자산 가운데 재사용이 가능한 기기를 선별해 도움이 필요한 이웃에게 무상 전달하며 정보격차 해소에 노력해 왔다.
- 올해는 IT 전문역량을 살린 ESG 경영 강화 차원에서 국내 취약계층 아동을 중심으로 이어온 나눔의 범위를 개발도상국으로 확대하며 ‘글로벌 나눔’으로 외연을 확장했다.기증한 노트북 15대는",https://www.datanet.co.kr/news/articleView.html?idxno=213919,
동향,0820,"이스트소프트, 국민 AI 비서 '알비서'로 모두의 AI 사업 도전
- 이스트소프트가 대국민 인공지능(AI) 비서 '알비서(가칭)'를 중심으로 '모두의 AI' 프로젝트에 도전장을 냈다.
- 알비서는 복잡한 AI를 누구나 쉽게 사용할 수 있게 이스트소프트가 올해 상반기부터 준비해온 설치형 AI 에이전트 서비스다.",https://www.etnews.com/20260820000308,
동향,0820,"씨엔티테크, 변화적응형 기업용 AI 운영 솔루션 개발사 '인트'에 투자
- 투자 전문 액셀러레이터 씨엔티테크(대표 전화성)는 인공지능(AI) 평가 및 운영 솔루션을 개발하는 인트(대표 박현규)에 투자했다고 20일 밝혔다.
- 이번 투자는 씨엔티테크 제22호 투자조합을 통해 진행됐으며, 구체적인 투자 금액은 비공개다.",https://www.etnews.com/20260820000286,
동향,0820,"수백 개 양자 칩 하나로 연결한다...초저온 모듈 확장 기술 검증
- 대규모 양자 컴퓨터를 구현하려면 많은 양자 칩을 초저온 환경에서 연결하고 하나의 시스템처럼 작동시켜야 한다.
- 칩과 배선이 늘어나면 이를 수용할 냉각 장치의 공간과 모듈 간 연결 기술도 함께 확대해야 한다.",https://www.gttkorea.com/news/articleView.html?idxno=26750,
동향,0820,"AI 프로젝트 차질을 실패로 오판한다...5대 원인 진단과 정상화 3단계 전략
- 기업이 AI 투자 성과를 빠르게 입증해야 한다는 압박을 받으면서 진행이 늦어지거나 기대한 결과를 내지 못한 프로젝트를 실패로 판단하는 사례가 늘고 있다.
- 그러나 AI 프로젝트는 기술 변화 속도가 빠르고 사업부서의 기대와 거버넌스 요건도 계속 달라져 기존 IT 프로젝트보다 복합적인 변수를 안고 있다.",https://www.gttkorea.com/news/articleView.html?idxno=26743,
동향,0820,"분산된 AI 에이전트 한곳에서 관리...가드레일 위반 감지부터 승인·실행까지 연결
- 기업이 소수의 AI 에이전트를 시범 운영할 때는 개발자와 업무 담당자가 실행 과정을 직접 확인할 수 있다.
- 그러나 여러 부서가 서로 다른 플랫폼에서 에이전트를 운영하면 어떤 에이전트가 어떤 작업을 수행하는지 파악하고, 사람의 판단이 필요한 상황에 제때 대응하기 어려워진다.",https://www.gttkorea.com/news/articleView.html?idxno=26746,
동향,0820,"2026년 주목해야 할 15대 프런티어 AI 모델...지능보다 업무 실행력·작업당 비용이 가른다
- 기업용 AI 모델의 경쟁 기준이 단순 질의응답과 문서 생성 성능에서 실제 업무를 끝까지 수행하는 능력으로 확대되고 있다.
- AI 에이전트가 소프트웨어 저장소와 업무시스템에 접속해 여러 도구를 호출하려면 추론 정확도뿐 아니라 장기 작업의 일관성, 오류 복구, 실행 단계, 처리 속도와 비용을 함께 관리해야 한다.",https://www.gttkorea.com/news/articleView.html?idxno=26751,
동향,0819,"인젠트, ‘eXperDB’ 및 ‘TDM’ 솔루션 GS인증 1등급 획득
- 인젠트는 데이터베이스 관리 솔루션 '인젠트 eXperDB v18'과 테스트 데이터 관리(TDM) 솔루션 '인젠트 eXperDB TDM v4'로 한국정보통신기술협회(TTA)로부터 GS인증 1등급을 획득했다.
- 이번 인증으로 인젠트는 별도의 성능 시험 없이 공공기관 소프트웨어 사업 입찰에 참여할 수 있는 자격을 갖췄다.",https://www.dailysecu.com/news/articleView.html?idxno=208118,
